product_name,product_url
Pakola Zafran Almond & Cardamom Flavored Milk 235ml,https://www.dvago.pk/p/pakola-zafran-milk-235ml-12s
Skin Aqua Moisturizing Serum 75ml,https://www.dvago.pk/p/sunplay-skin-aqua-moisturizing-serum-75ml
Lactogrow 3 Growing-Up Formula Milk Powder 800g,https://www.dvago.pk/p/nestle-lactogrow-3-800g-bib
Molfix Baby Pants Jumbo Pack Extra Large 6 38pcs,https://www.dvago.pk/p/molfix-pants-xl-38s-jumbo
U-Veil Forte Spf-60 Sunscreen Cream 30g,https://www.dvago.pk/p/u-veil-forte-cream-1s
Baketime Plain Slices,https://www.dvago.pk/p/baketime-plain-slices
Lactogen 1 Infant Formula Milk Powder 200g,https://www.dvago.pk/p/nestle-lactogen-1-200g-bib
Bareback Ultra Thin Condom 3s,https://www.dvago.pk/p/bareback-ultra-thin-3s
Spectra Block Spf60 Sunblock 40g,https://www.dvago.pk/p/spectra-block-spf60-sunblock-40g
Cow & Gate 3 Growing Up Formula Milk Powder 400g (Soft Pack),https://www.dvago.pk/p/cow-and-gate-step-up-stage-3-powdered-milk-400g
Pre Nan Milk Powder 400g,https://www.dvago.pk/p/nestle-prenan-400g-tin
Morinaga Bf-2 Follow Up Formula Milk Powder 400g,https://www.dvago.pk/p/morinaga-bf-2-follow-up-formula-400g
Pakola Chocolate Flavoured Milk 235ml,https://www.dvago.pk/p/pakola-choco-milk-235ml-12s
Nan Stage 1 Starter Infant Formula Milk Powder 600g,https://www.dvago.pk/p/nan-1-milk-powder-600gm
Durex Play Tingle Lubricant Gel Lube 50ml,https://www.dvago.pk/p/durex-play-tingle-lube-50ml-gel
Pepsi Cola 500ml,https://www.dvago.pk/p/pepsi-cola-500ml
De-Lice Shampoo 1% 60ml,https://www.dvago.pk/p/de-lice-shampoo-1s
Solaris Ultra Cream 60ml,https://www.dvago.pk/p/solaris-ultra-cream-1s
Butterfly Breathables Maxi Thick Sanitary Pads Long 9pcs,https://www.dvago.pk/p/butterfly-maxi-breath-l-9s
Candyland Abc Jelly 20g,https://www.dvago.pk/p/candyland-abc-jelly-20g
Sun Pro-80 Sun Block Spf 50+ Cream 30g,https://www.dvago.pk/p/sunpro-80-spf50-30g-1s
Meiji Kid Plus 600g,https://www.dvago.pk/p/meiji-kid-plus-600g
Enfamil A+ Stage 2 Milk Powder 760g,https://www.dvago.pk/p/enfamil-a-stage-2-800g
Lu Prince Chocolate Family Pack 100g,https://www.dvago.pk/p/lu-prince-chocolat-family-pack
Leo Adult Diapers Size Large,https://www.dvago.pk/p/leo-adult-diaper-large-10s
Solar Max Spf 50 Sc Gel 30g,https://www.dvago.pk/p/solarmax-sc-30-grams-30-grams-gel
Aptamil Advance Junior 3 - Next Generation Growing Up Formula Milk Powder 400g (Soft Pack),https://www.dvago.pk/p/aptamil-adv-junior-3-sp-400gm
Spectra Matt Spf-40 Sunblock 30g,https://www.dvago.pk/p/spectra-matt-sunblock-30g
Nan Lactose Free Milk Powder 400g,https://www.dvago.pk/p/nan-lactose-free-400g
Molfix Baby Diapers Jumbo Pack Maxi Size 4 50pcs,https://www.dvago.pk/p/molfix-baby-diapers-maxi-50s-jumbo
Cerelac Wheat 350g,https://www.dvago.pk/p/nestle-cerelac-wheat-350gm
Butterfly Breathables Ultra-Thin Cottony Sanitary Pads Long 8 Pcs,https://www.dvago.pk/p/butterfly-breathables-8s
Canbebe Comfort Dry Diapers Mega Pack E Large Size 6 58 Pcs,https://www.dvago.pk/p/canbebe-comfort-dry-diapers-mega-pack-elarge-
Sebornil Anti Dandruff Shampoo 100ml,https://www.dvago.pk/p/sebornil-anti-dandruff-shampoo-100ml
Hemani Coconut Hair Oil 200ml,https://www.dvago.pk/p/hemani-coco-hairoil
Pampers Baby Pants Jumbo Pack Junior Size 5 22 Pcs,https://www.dvago.pk/p/pants-jp-size-5-22-pc
Cotton Buds Asstd Colour 100s,https://www.dvago.pk/p/cool-cool-cotton-buds-assorted-colours-100-count
Candyland You Creamiest Chocolate 21g,https://www.dvago.pk/p/candyland-you-creamiest-chocolate-21g
Bisconni Novita Chocolate Wafers,https://www.dvago.pk/p/bisconni-novita-chocolate-wafers
Morinaga Bf-2 Follow-Up Formula Milk Powder Box 600g,https://www.dvago.pk/p/bf-2-grow-600gm-box
Butterfly Maxi Thick Cottony Soft Sanitary Pads Extra Long 16pcs,https://www.dvago.pk/p/bf-maxi-thick-cotn-xl-16pcs
Spectrum Max Cream Spf 100 40g,https://www.dvago.pk/p/spectram-max-cream-100spf-1s
7up 500ml,https://www.dvago.pk/p/7up-500ml
Baby Wipes 40s,https://www.dvago.pk/p/cool-cool-baby-wipes-40-count
Lactogen 1 Infant Formula Milk Powder 800g,https://www.dvago.pk/p/nestle-lactogen-1-800g-bib
Enfamil A+1 Milk Powder 380g,https://www.dvago.pk/p/enfamil-a-stage-1-400g
Lu Candi Original Half Roll Biscuit 63.8g,https://www.dvago.pk/p/lu-candi-biscuits-half-roll
Skyn Original Non Latex Condom (Pack Of 3),https://www.dvago.pk/p/skyn-orignal-non-latex-3s
Bisconni Cocomo Strawberry Biscuits 13.8g,https://www.dvago.pk/p/bisconni-coccomo-strawberry-biscuits-13-8g
Durex Extended Pleasure Condoms (Pack Of 12),https://www.dvago.pk/p/durex-extended-pleasure-condom-pack-of-12
Sting Berry Blast 500ml,https://www.dvago.pk/p/sting-berry-blast-500ml
"Cerelac Apple, Strawberry & Pear 175g",https://www.dvago.pk/p/nestle-cerelac-apple-pear-strawberry-175gm
Bisconni Cocomo Orange Biscuit 13.8g,https://www.dvago.pk/p/bisconni-cocomo-orange-pack-13-8g
Bona Papa Baby Diapers Super Economy Pack New Born Size 1 50pcs,https://www.dvago.pk/p/bona-pap-super-eco-nb-1s
Pediasure Triplesure Chocolate Milk Powder 850g,https://www.dvago.pk/p/pediasure-chocolate-850g
Cow & Gate 2 Follow-On Formula Milk Powder 400g,https://www.dvago.pk/p/cow-and-gate-blue-stage-2-powdered-milk-400g
Lactogen 1 Infant Formula Milk Powder 400g,https://www.dvago.pk/p/nestle-lactogen-1-400g-bib
Nestle Fruita Vitals Chaunsa Mango Nectar 1l,https://www.dvago.pk/p/nestle-fruita-vitals-chaunsa-fruit-nectar-1000ml
Durex Extra Safe Condom 3pcs,https://www.dvago.pk/p/durex-extra-safe-condom-pack-of-3
Hi Lacta Capsules (1 Strip = 10 Capsules),https://www.dvago.pk/p/hi-lacta-capsules-60s
Durex Invisible Condoms (Box = 12pcs),https://www.dvago.pk/p/durex-invisible-extra-thin-condom-pack-of-12
Nestle Fruita Vitals Apple Fruit Nectar 200ml,https://www.dvago.pk/p/nestle-fruita-vitals-apple-fruit-nectar-200ml
Enfagrow A+3 Milk Powder 380g,https://www.dvago.pk/p/enfagrow-a-stage-3-vanilla-400g
Mother Comforts Stick On Size Xxl 10 Pcs,https://www.dvago.pk/p/mother-comforts-xxl-10s
Butterfly Ultra-Thin Economy Pack Sanitary Packs Long 8 Pcs,https://www.dvago.pk/p/butterfly-ultra-large-8s
Lu Bakeri Butter Family Pack,https://www.dvago.pk/p/lu-bakeri-butter-family-pack-
Lu Wheatable Sugar Free Biscuits (Family Pack),https://www.dvago.pk/p/lu-wheatable-sf-family-pack
Lu Tuc Biscuit Half Roll,https://www.dvago.pk/p/lu-tuc-biscuit-half-roll
Durex Condoms Extra Safe Extra Thick Safety Condoms 3pcs (Pack Of 4),https://www.dvago.pk/p/buy-3-durex-extra-safe-of-3s-and-get-1-free
Nan Stage 2 Follow-Up Formula Milk Powder 300g,https://www.dvago.pk/p/nan-2-300gs
Always Maxi Thick Sanitary Pads Extra Long Trio Pack,https://www.dvago.pk/p/always-thicks-sanitary-pads-extra-long-trio-pack-28-count
Canbebe Baby Diapers Midi Size 3 36pcs,https://www.dvago.pk/p/canbebe-midi-comfort-dry-diapers-pack-of-36
Cadbury D Per Milk Fruit And Nut 38 Grams,https://www.dvago.pk/p/cadbury-d-per-milk-fruit-and-nut-38-grams
Slice Mango Tetra 200ml,https://www.dvago.pk/p/slice-mango-tetra-200ml
Cerelac Wheat 175g,https://www.dvago.pk/p/nestle-cerelac-wheat-175gm
Nestle Fruita Vitals Red Grapes Fruit Drink 200ml,https://www.dvago.pk/p/nestle-fruita-vitals-red-grape-fruit-drink-200-ml
Pakola Strawberry Flavored Milk 235ml,https://www.dvago.pk/p/pakola-straw-milk-235ml-12s
Canbebe Comfort Dry Diapers Mega Pack Junior Size 5 66pcs,https://www.dvago.pk/p/canbebe-comfort-dry-diapers-mega-pack-junior-
Molfix Junior Diapers Jumbo Pack Junior Size 5 44pcs,https://www.dvago.pk/p/molfix-baby-diapers-junior-44s-jumbo
Xelio Bodywash 180ml,https://www.dvago.pk/p/xelio-body-wash-180ml-1s
Similac Total Comfort Stage 3 Milk Powder 360g,https://www.dvago.pk/p/similac-total-comfort-3-360g
Durex Invisible Condoms Pack Of 3,https://www.dvago.pk/p/durex-invisible-extra-thin-condom-pack-of-3
Bona Papa Magic Baby Diapers Medium Size 3 44pcs,https://www.dvago.pk/p/bona-papa-magic-eco-medium-44pcs
Cow & Gate 1 Infant Formula Milk Powder 400g,https://www.dvago.pk/p/cow-and-gate-stage-1-powdered-milk-400g
Baby Wipes 25s Travel Pack,https://www.dvago.pk/p/cool-cool-baby-wipes-travel-pack-25-count
Lu Bakeri Coconut Biscuits Half Roll,https://www.dvago.pk/p/lu-bakeri-coconut-biscuits-half-roll
Bona Papa Baby Diapers Super Economy Small Size 2 50pcs,https://www.dvago.pk/p/bona-papa-super-eco-small-1s
Similac Total Comfort Stage 1 Milk Powder 360g,https://www.dvago.pk/p/similac-total-comfort-1-360g
Leo Baby Diapers Super Mega Pack Size 5 X-Large 60pcs,https://www.dvago.pk/p/leo-baby-diapers-mega-pack-extra-large-60s
Gillette Blue Ii Plus Shaving Razor Single,https://www.dvago.pk/p/gillette-blue-ii-plus-shaving-razor-single
Morinaga Bf-3 Growing-Up Formula Milk Powder 400g,https://www.dvago.pk/p/morinaga-bf-3-growing-up-formula-400g
Pampers Baby Dry Diapers Medium Size 3 56 Pcs,https://www.dvago.pk/p/pampers-baby-dry-diaper-medium-size3-56pcs
Nescafe Chilled Latte 220ml,https://www.dvago.pk/p/nescafe-chilled-latte-pet-220ml
Always Maxi Thick Night Sanitary Pads Extra Long Single Pack,https://www.dvago.pk/p/always-thicks-maxi-night-sanitary-pads-extra-long-single-pack-9-count
Cerelac Red Fruits 175g,https://www.dvago.pk/p/nestle-cerelac-red-fruits-175gm
Lactogen 2 Follow-Up Formula Milk Powder 400g,https://www.dvago.pk/p/nestle-lactogen-2-400g-bib
Lifestyles Endurance Delay Long Lasting Condoms,https://www.dvago.pk/p/lifestyle-endurance-delay-1s
Medisign Digital Thermometer (Flexible Tip) Kft 06,https://www.dvago.pk/p/digital-thermometer-kft-06-1s
Shield Nipple Regular 2 Count,https://www.dvago.pk/p/shield-nipple-regular-2-count
Sas Care Bar 75g,https://www.dvago.pk/p/sas-care-bar-75g-soap
Lu Bakeri Naankhatai Family Pack 84g,https://www.dvago.pk/p/lu-nan-khatai-family-pack
Acne Soft Bar 75g,https://www.dvago.pk/p/acne-soft-bar75-grams-bar75-grams
Bona Papa Magic Baby Diapers Small Size 2 48pcs,https://www.dvago.pk/p/bona-papa-magic-eco-small
Enfamil A+1 Milk Powder 760g,https://www.dvago.pk/p/enfamil-a-stage-1-800g
Butterfly Mother Comforts Ultra Medium Sanitary Pads 16pcs,https://www.dvago.pk/p/butterfly-mother-comforts-sanitary-pad-liner-medium-16-count
Butterfly Breathables Maxi Thick Fabric Soft Sanitary Pads Long Value Pack 18pcs,https://www.dvago.pk/p/butterfly-maxi-large-v-pack
Mothercare Antibacterial Adult Wipes (Box = 40pcs),https://www.dvago.pk/p/mothercare-adult-wipes-1s
Butterfly Breathables Maxi Thick Cottony Soft Sanitary Pads Long 9pcs,https://www.dvago.pk/p/butterfly-bre-m-tcotny-l9p
Canderel Sweetener Tablets With Sucralose (Box = 100 Tablets),https://www.dvago.pk/p/canderel-sweetener-tablets-with-sucralose-1s
Pampers Pants Mega Pack Medium Size 3 56pcs,https://www.dvago.pk/p/pampers-pants-mega-pack-size3-56pcs
Momse Jumbo Pants Extra Large Size 5 46pcs,https://www.dvago.pk/p/momse-jumbo-pants-xlarge-46s
Knorr Noodles Chicken Family Pack (4 Pcs) 200g,https://www.dvago.pk/p/knorr-noodle-chicken-4p-200g
Lu Wheatable Ticky Pack,https://www.dvago.pk/p/lu-wheatable-biscuits-ticky-pack
Pulse Dotted Premium 3s,https://www.dvago.pk/p/pulse-dotted-premium
Canbebe Baby Diapers New Born Size 1 84pcs,https://www.dvago.pk/p/canbebe-new-born-comfort-dry-diapers-pack-of-84
Morinaga Bf-P Low Birth Weight Powder Milk 400g,https://www.dvago.pk/p/morinaga-bf-p-special-formula-for-low-birth-weight-infants-400g
Lu Wheatable Biscuits (Family Pack),https://www.dvago.pk/p/lu-wheatable-biscuits-family-pack
Butterfly Long Ultra Big Saver Sanitary Pads Xxl 8pcs,https://www.dvago.pk/p/butterfly-ultra-eco-xxl-8s
Molfix Baby Diapers Twin Pack Newborn Size 1 42pcs,https://www.dvago.pk/p/molfix-newborn-42s-twin
Lu Gala Egg Biscuits Family Pack,https://www.dvago.pk/p/lu-gala-biscuits-family-pack
Nestle Fruita Vitals Peach Fruit Drink 200ml,https://www.dvago.pk/p/nestle-fruita-vitals-peach-fruit-drink-200ml
Lu Bakeri Nan Khatai Biscuits Snack Pack,https://www.dvago.pk/p/lu-bakeri-nan-khatai-sp
Pampers Pants Mega Pack Maxi Size 4 50pcs,https://www.dvago.pk/p/pampers-pants-mp-size-4-50pcs
Canderel With Stevia Tablets (Box = 100 Tablets),https://www.dvago.pk/p/canderel-stevia-tablets-100s
Medicare Breast Pump,https://www.dvago.pk/p/medicare-breast-pump-1s
Molfix Baby Pants Twin Pack Extra Large Size 6 19pcs,https://www.dvago.pk/p/molfix-pants-xl-19s-twin
Leo Adult Diapers Size X-Large,https://www.dvago.pk/p/leo-adult-daipers-x-large-10s
Shield Nipple Anticollic X2,https://www.dvago.pk/p/shield-nipple-anticollic-x2
Hemani Herbal Tea Moringa - Pack Of 20,https://www.dvago.pk/p/hemani-herbal-tea-moringa
Always Maxi Thick Sanitary Pads Long Value Pack,https://www.dvago.pk/p/always-thicks-maxi-sanitary-pads-long-value-pack-18-count
Lifebuoy Herbal Strong Strength Shampoo 175ml,https://www.dvago.pk/p/lifebouy-shampoo-herbal-175ml
Nestle Nescafe Classic Coffee 50g,https://www.dvago.pk/p/nescafe-classic-50g
Meiji Pre Special Formula Milk Powder 400g,https://www.dvago.pk/p/meiji-pre-powdered-milk-400g
Enfamama A+ Chocolate Milk Powder 400g,https://www.dvago.pk/p/enfamama-a-chocolate-400g
Lu Bakeri Coconut Family Pack,https://www.dvago.pk/p/lu-bakeri-coconut-biscuits-family-pack
Molped Maxi Thick Hygiene Shield Long 9pcs,https://www.dvago.pk/p/molped-maxi-thick-hygiene-shield-long-9pcs
